Importing module 'gym_37' (/home/niranjan/Projects/Fetch/IsaacGym_Preview_3_Package/isaacgym/python/isaacgym/_bindings/linux-x86_64/gym_37.so)
Setting GYM_USD_PLUG_INFO_PATH to /home/niranjan/Projects/Fetch/IsaacGym_Preview_3_Package/isaacgym/python/isaacgym/_bindings/linux-x86_64/usd/plugInfo.json
PyTorch version 1.10.0+cu113
Device count 1
/home/niranjan/Projects/Fetch/IsaacGym_Preview_3_Package/isaacgym/python/isaacgym/_bindings/src/gymtorch
Using /home/niranjan/.cache/torch_extensions/py37_cu113 as PyTorch extensions root...
Emitting ninja build file /home/niranjan/.cache/torch_extensions/py37_cu113/gymtorch/build.ninja...
Building extension module gymtorch...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
ninja: no work to do.
pybullet build time: Oct  8 2020 00:10:46
Not connected to PVD
+++ Using GPU PhysX
Physics Engine: PhysX
Physics Device: cuda:0
GPU Pipeline: enabled
Using VHACD cache directory '/home/niranjan/.isaacgym/vhacd'
Found existing convex decomposition for mesh '/home/niranjan/Projects/Fetch/curious_dog_isaac/legged_gym/resources/scenes/8903/shape/collision/link_0_cm.obj'
Found existing convex decomposition for mesh '/home/niranjan/Projects/Fetch/curious_dog_isaac/legged_gym/resources/scenes/8903/shape/collision/link_2_cm.obj'
Loading extension module gymtorch...
Setting seed: 1
loaded  scenes/8903/8903_big.urdf
'train_cfg' provided -> Ignoring 'name=dooropen'
[-0.1507866382598877, 0.23227763175964355, 0.1679287999868393, -0.04059410095214844, 0.23103131353855133, 0.22085356712341309, 0.03089536540210247, 0.10098829865455627, 0.35280460119247437, 0.13607355952262878, 0.1646236628293991, 0.5460785627365112] ,
[-0.1507866382598877, 0.23227763175964355, 0.1679287999868393, -0.04059410095214844, 0.23103131353855133, 0.22085356712341309, 0.03089536540210247, 0.10098829865455627, 0.35280460119247437, 0.13607355952262878, 0.1646236628293991, 0.5460785627365112] ,
[-0.1507866382598877, 0.23227763175964355, 0.1679287999868393, -0.04059410095214844, 0.23103131353855133, 0.22085356712341309, 0.03089536540210247, 0.10098829865455627, 0.35280460119247437, 0.13607355952262878, 0.1646236628293991, 0.5460785627365112] ,
[-0.1041979268193245, 0.1454145759344101, 0.33966973423957825, -0.042176999151706696, 0.09003818035125732, 0.25032076239585876, 0.008668418042361736, 0.031089046970009804, 0.3704988360404968, 0.09095475822687149, 0.07648798078298569, 0.7127380967140198] ,
[-0.1041979268193245, 0.1454145759344101, 0.33966973423957825, -0.042176999151706696, 0.09003818035125732, 0.25032076239585876, 0.008668418042361736, 0.031089046970009804, 0.3704988360404968, 0.09095475822687149, 0.07648798078298569, 0.7127380967140198] ,
[-0.1041979268193245, 0.1454145759344101, 0.33966973423957825, -0.042176999151706696, 0.09003818035125732, 0.25032076239585876, 0.008668418042361736, 0.031089046970009804, 0.3704988360404968, 0.09095475822687149, 0.07648798078298569, 0.7127380967140198] ,
[-0.1041979268193245, 0.1454145759344101, 0.33966973423957825, -0.042176999151706696, 0.09003818035125732, 0.25032076239585876, 0.008668418042361736, 0.031089046970009804, 0.3704988360404968, 0.09095475822687149, 0.07648798078298569, 0.7127380967140198] ,
[-0.08185889571905136, 0.12410868704319, 0.3991275131702423, -0.05730653926730156, 0.06264647841453552, 0.3021871745586395, 0.0018880250863730907, 0.057291265577077866, 0.30637624859809875, 0.09304297715425491, 0.07774330675601959, 0.7173477411270142] ,
[-0.08185889571905136, 0.12410868704319, 0.3991275131702423, -0.05730653926730156, 0.06264647841453552, 0.3021871745586395, 0.0018880250863730907, 0.057291265577077866, 0.30637624859809875, 0.09304297715425491, 0.07774330675601959, 0.7173477411270142] ,
[-0.08185889571905136, 0.12410868704319, 0.3991275131702423, -0.05730653926730156, 0.06264647841453552, 0.3021871745586395, 0.0018880250863730907, 0.057291265577077866, 0.30637624859809875, 0.09304297715425491, 0.07774330675601959, 0.7173477411270142] ,
[-0.08185889571905136, 0.12410868704319, 0.3991275131702423, -0.05730653926730156, 0.06264647841453552, 0.3021871745586395, 0.0018880250863730907, 0.057291265577077866, 0.30637624859809875, 0.09304297715425491, 0.07774330675601959, 0.7173477411270142] ,
[-0.07894540578126907, 0.11077407747507095, 0.3952854871749878, -0.05398042872548103, 0.03683774545788765, 0.3746866285800934, -0.005853744223713875, 0.06758749485015869, 0.30423861742019653, 0.09073818475008011, 0.09764853119850159, 0.6734022498130798] ,
[-0.07894540578126907, 0.11077407747507095, 0.3952854871749878, -0.05398042872548103, 0.03683774545788765, 0.3746866285800934, -0.005853744223713875, 0.06758749485015869, 0.30423861742019653, 0.09073818475008011, 0.09764853119850159, 0.6734022498130798] ,
[-0.07894540578126907, 0.11077407747507095, 0.3952854871749878, -0.05398042872548103, 0.03683774545788765, 0.3746866285800934, -0.005853744223713875, 0.06758749485015869, 0.30423861742019653, 0.09073818475008011, 0.09764853119850159, 0.6734022498130798] ,
[-0.07894540578126907, 0.11077407747507095, 0.3952854871749878, -0.05398042872548103, 0.03683774545788765, 0.3746866285800934, -0.005853744223713875, 0.06758749485015869, 0.30423861742019653, 0.09073818475008011, 0.09764853119850159, 0.6734022498130798] ,
[-0.1318589150905609, 0.10372225940227509, 0.4788063168525696, -0.07309021055698395, 0.09051665663719177, 0.5003697276115417, 0.028498684987425804, 0.04551531746983528, 0.3067322075366974, 0.1487647294998169, 0.17149618268013, 0.5331918001174927] ,
[-0.1318589150905609, 0.10372225940227509, 0.4788063168525696, -0.07309021055698395, 0.09051665663719177, 0.5003697276115417, 0.028498684987425804, 0.04551531746983528, 0.3067322075366974, 0.1487647294998169, 0.17149618268013, 0.5331918001174927] ,
[-0.1318589150905609, 0.10372225940227509, 0.4788063168525696, -0.07309021055698395, 0.09051665663719177, 0.5003697276115417, 0.028498684987425804, 0.04551531746983528, 0.3067322075366974, 0.1487647294998169, 0.17149618268013, 0.5331918001174927] ,
[-0.1318589150905609, 0.10372225940227509, 0.4788063168525696, -0.07309021055698395, 0.09051665663719177, 0.5003697276115417, 0.028498684987425804, 0.04551531746983528, 0.3067322075366974, 0.1487647294998169, 0.17149618268013, 0.5331918001174927] ,
[-0.11251335591077805, 0.19318309426307678, 0.6165696978569031, -0.025424594059586525, 0.15109334886074066, 0.537406325340271, 0.009893780574202538, 0.056451402604579926, 0.3003753125667572, 0.1887463629245758, 0.16038630902767181, 0.5180085301399231] ,
[-0.11251335591077805, 0.19318309426307678, 0.6165696978569031, -0.025424594059586525, 0.15109334886074066, 0.537406325340271, 0.009893780574202538, 0.056451402604579926, 0.3003753125667572, 0.1887463629245758, 0.16038630902767181, 0.5180085301399231] ,
[-0.11251335591077805, 0.19318309426307678, 0.6165696978569031, -0.025424594059586525, 0.15109334886074066, 0.537406325340271, 0.009893780574202538, 0.056451402604579926, 0.3003753125667572, 0.1887463629245758, 0.16038630902767181, 0.5180085301399231] ,
[-0.11251335591077805, 0.19318309426307678, 0.6165696978569031, -0.025424594059586525, 0.15109334886074066, 0.537406325340271, 0.009893780574202538, 0.056451402604579926, 0.3003753125667572, 0.1887463629245758, 0.16038630902767181, 0.5180085301399231] ,
[-0.16526652872562408, 0.2021469920873642, 0.4728168845176697, 0.008289648219943047, 0.14422474801540375, 0.38964444398880005, -0.003185833338648081, 0.05790822580456734, 0.2605583369731903, 0.23094090819358826, 0.17180484533309937, 0.4297328293323517] ,
[-0.16526652872562408, 0.2021469920873642, 0.4728168845176697, 0.008289648219943047, 0.14422474801540375, 0.38964444398880005, -0.003185833338648081, 0.05790822580456734, 0.2605583369731903, 0.23094090819358826, 0.17180484533309937, 0.4297328293323517] ,
[-0.16526652872562408, 0.2021469920873642, 0.4728168845176697, 0.008289648219943047, 0.14422474801540375, 0.38964444398880005, -0.003185833338648081, 0.05790822580456734, 0.2605583369731903, 0.23094090819358826, 0.17180484533309937, 0.4297328293323517] ,
[-0.16526652872562408, 0.2021469920873642, 0.4728168845176697, 0.008289648219943047, 0.14422474801540375, 0.38964444398880005, -0.003185833338648081, 0.05790822580456734, 0.2605583369731903, 0.23094090819358826, 0.17180484533309937, 0.4297328293323517] ,
[-0.1589047759771347, 0.20270977914333344, 0.39877521991729736, 0.04418335482478142, 0.11240722984075546, 0.29077181220054626, -0.014700096100568771, 0.06013939157128334, 0.22056978940963745, 0.2156171351671219, 0.15598076581954956, 0.38026753067970276] ,
[-0.1589047759771347, 0.20270977914333344, 0.39877521991729736, 0.04418335482478142, 0.11240722984075546, 0.29077181220054626, -0.014700096100568771, 0.06013939157128334, 0.22056978940963745, 0.2156171351671219, 0.15598076581954956, 0.38026753067970276] ,
[-0.1589047759771347, 0.20270977914333344, 0.39877521991729736, 0.04418335482478142, 0.11240722984075546, 0.29077181220054626, -0.014700096100568771, 0.06013939157128334, 0.22056978940963745, 0.2156171351671219, 0.15598076581954956, 0.38026753067970276] ,
[-0.1589047759771347, 0.20270977914333344, 0.39877521991729736, 0.04418335482478142, 0.11240722984075546, 0.29077181220054626, -0.014700096100568771, 0.06013939157128334, 0.22056978940963745, 0.2156171351671219, 0.15598076581954956, 0.38026753067970276] ,
[-0.15046371519565582, 0.2039778232574463, 0.3586615324020386, 0.060489654541015625, 0.08967413008213043, 0.27448809146881104, -0.016319846734404564, 0.0417146235704422, 0.19957329332828522, 0.19901522994041443, 0.15347450971603394, 0.33670470118522644] ,
[-0.15046371519565582, 0.2039778232574463, 0.3586615324020386, 0.060489654541015625, 0.08967413008213043, 0.27448809146881104, -0.016319846734404564, 0.0417146235704422, 0.19957329332828522, 0.19901522994041443, 0.15347450971603394, 0.33670470118522644] ,
[-0.15046371519565582, 0.2039778232574463, 0.3586615324020386, 0.060489654541015625, 0.08967413008213043, 0.27448809146881104, -0.016319846734404564, 0.0417146235704422, 0.19957329332828522, 0.19901522994041443, 0.15347450971603394, 0.33670470118522644] ,
[-0.15046371519565582, 0.2039778232574463, 0.3586615324020386, 0.060489654541015625, 0.08967413008213043, 0.27448809146881104, -0.016319846734404564, 0.0417146235704422, 0.19957329332828522, 0.19901522994041443, 0.15347450971603394, 0.33670470118522644] ,
[-0.12422431260347366, 0.20033927261829376, 0.33329445123672485, 0.07904807478189468, 0.07881878316402435, 0.31405767798423767, -0.03381267935037613, 0.050122447311878204, 0.20964092016220093, 0.1629173755645752, 0.14963525533676147, 0.3008330464363098] ,
[-0.12422431260347366, 0.20033927261829376, 0.33329445123672485, 0.07904807478189468, 0.07881878316402435, 0.31405767798423767, -0.03381267935037613, 0.050122447311878204, 0.20964092016220093, 0.1629173755645752, 0.14963525533676147, 0.3008330464363098] ,
[-0.12422431260347366, 0.20033927261829376, 0.33329445123672485, 0.07904807478189468, 0.07881878316402435, 0.31405767798423767, -0.03381267935037613, 0.050122447311878204, 0.20964092016220093, 0.1629173755645752, 0.14963525533676147, 0.3008330464363098] ,
[-0.12422431260347366, 0.20033927261829376, 0.33329445123672485, 0.07904807478189468, 0.07881878316402435, 0.31405767798423767, -0.03381267935037613, 0.050122447311878204, 0.20964092016220093, 0.1629173755645752, 0.14963525533676147, 0.3008330464363098] ,
[-0.09429078549146652, 0.18366888165473938, 0.2706823945045471, 0.09895266592502594, 0.08402769267559052, 0.38136720657348633, -0.059014976024627686, 0.07718130201101303, 0.2542770802974701, 0.1133420467376709, 0.14671942591667175, 0.25320202112197876] ,
[-0.09429078549146652, 0.18366888165473938, 0.2706823945045471, 0.09895266592502594, 0.08402769267559052, 0.38136720657348633, -0.059014976024627686, 0.07718130201101303, 0.2542770802974701, 0.1133420467376709, 0.14671942591667175, 0.25320202112197876] ,
[-0.09429078549146652, 0.18366888165473938, 0.2706823945045471, 0.09895266592502594, 0.08402769267559052, 0.38136720657348633, -0.059014976024627686, 0.07718130201101303, 0.2542770802974701, 0.1133420467376709, 0.14671942591667175, 0.25320202112197876] ,
[-0.09429078549146652, 0.18366888165473938, 0.2706823945045471, 0.09895266592502594, 0.08402769267559052, 0.38136720657348633, -0.059014976024627686, 0.07718130201101303, 0.2542770802974701, 0.1133420467376709, 0.14671942591667175, 0.25320202112197876] ,
[-0.05959954112768173, 0.16161882877349854, 0.15501125156879425, 0.13333237171173096, 0.10504206269979477, 0.46461641788482666, -0.09901555627584457, 0.10440610349178314, 0.3421650528907776, 0.04659740626811981, 0.14883555471897125, 0.155435711145401] ,
[-0.05959954112768173, 0.16161882877349854, 0.15501125156879425, 0.13333237171173096, 0.10504206269979477, 0.46461641788482666, -0.09901555627584457, 0.10440610349178314, 0.3421650528907776, 0.04659740626811981, 0.14883555471897125, 0.155435711145401] ,
[-0.05959954112768173, 0.16161882877349854, 0.15501125156879425, 0.13333237171173096, 0.10504206269979477, 0.46461641788482666, -0.09901555627584457, 0.10440610349178314, 0.3421650528907776, 0.04659740626811981, 0.14883555471897125, 0.155435711145401] ,
[-0.05959954112768173, 0.16161882877349854, 0.15501125156879425, 0.13333237171173096, 0.10504206269979477, 0.46461641788482666, -0.09901555627584457, 0.10440610349178314, 0.3421650528907776, 0.04659740626811981, 0.14883555471897125, 0.155435711145401] ,
[-0.018163952976465225, 0.1361609250307083, -0.0503971241414547, 0.18885986506938934, 0.15294790267944336, 0.5287363529205322, -0.1888229250907898, 0.11831895262002945, 0.47198763489723206, -0.05561881884932518, 0.13346926867961884, -0.01626598834991455] ,
[-0.018163952976465225, 0.1361609250307083, -0.0503971241414547, 0.18885986506938934, 0.15294790267944336, 0.5287363529205322, -0.1888229250907898, 0.11831895262002945, 0.47198763489723206, -0.05561881884932518, 0.13346926867961884, -0.01626598834991455] ,
[-0.018163952976465225, 0.1361609250307083, -0.0503971241414547, 0.18885986506938934, 0.15294790267944336, 0.5287363529205322, -0.1888229250907898, 0.11831895262002945, 0.47198763489723206, -0.05561881884932518, 0.13346926867961884, -0.01626598834991455] ,
[-0.018163952976465225, 0.1361609250307083, -0.0503971241414547, 0.18885986506938934, 0.15294790267944336, 0.5287363529205322, -0.1888229250907898, 0.11831895262002945, 0.47198763489723206, -0.05561881884932518, 0.13346926867961884, -0.01626598834991455] ,
[-0.03999076783657074, 0.1295146942138672, -0.21835120022296906, 0.20590761303901672, 0.14181363582611084, 0.47764766216278076, -0.2796374559402466, 0.11417397856712341, 0.5190576910972595, -0.09376083314418793, 0.04946529120206833, -0.12505169212818146] ,
[-0.03999076783657074, 0.1295146942138672, -0.21835120022296906, 0.20590761303901672, 0.14181363582611084, 0.47764766216278076, -0.2796374559402466, 0.11417397856712341, 0.5190576910972595, -0.09376083314418793, 0.04946529120206833, -0.12505169212818146] ,
[-0.03999076783657074, 0.1295146942138672, -0.21835120022296906, 0.20590761303901672, 0.14181363582611084, 0.47764766216278076, -0.2796374559402466, 0.11417397856712341, 0.5190576910972595, -0.09376083314418793, 0.04946529120206833, -0.12505169212818146] ,
[-0.03999076783657074, 0.1295146942138672, -0.21835120022296906, 0.20590761303901672, 0.14181363582611084, 0.47764766216278076, -0.2796374559402466, 0.11417397856712341, 0.5190576910972595, -0.09376083314418793, 0.04946529120206833, -0.12505169212818146] ,
[-0.09609987586736679, 0.0641874223947525, -0.17938415706157684, 0.14553719758987427, 0.1324840486049652, 0.3694702088832855, -0.25497350096702576, 0.0715014711022377, 0.4685083329677582, -0.06954053044319153, -0.030092675238847733, -0.1278766691684723] ,
[-0.09609987586736679, 0.0641874223947525, -0.17938415706157684, 0.14553719758987427, 0.1324840486049652, 0.3694702088832855, -0.25497350096702576, 0.0715014711022377, 0.4685083329677582, -0.06954053044319153, -0.030092675238847733, -0.1278766691684723] ,
[-0.09609987586736679, 0.0641874223947525, -0.17938415706157684, 0.14553719758987427, 0.1324840486049652, 0.3694702088832855, -0.25497350096702576, 0.0715014711022377, 0.4685083329677582, -0.06954053044319153, -0.030092675238847733, -0.1278766691684723] ,
[-0.09609987586736679, 0.0641874223947525, -0.17938415706157684, 0.14553719758987427, 0.1324840486049652, 0.3694702088832855, -0.25497350096702576, 0.0715014711022377, 0.4685083329677582, -0.06954053044319153, -0.030092675238847733, -0.1278766691684723] ,
[-0.1240444928407669, 0.025404751300811768, -0.011808529496192932, 0.05991728976368904, 0.12320806831121445, 0.34190285205841064, -0.1788690835237503, 0.02201225236058235, 0.43030887842178345, -0.029728159308433533, -0.1119488924741745, -0.11601880192756653] ,
[-0.1240444928407669, 0.025404751300811768, -0.011808529496192932, 0.05991728976368904, 0.12320806831121445, 0.34190285205841064, -0.1788690835237503, 0.02201225236058235, 0.43030887842178345, -0.029728159308433533, -0.1119488924741745, -0.11601880192756653] ,
[-0.1240444928407669, 0.025404751300811768, -0.011808529496192932, 0.05991728976368904, 0.12320806831121445, 0.34190285205841064, -0.1788690835237503, 0.02201225236058235, 0.43030887842178345, -0.029728159308433533, -0.1119488924741745, -0.11601880192756653] ,
[-0.1240444928407669, 0.025404751300811768, -0.011808529496192932, 0.05991728976368904, 0.12320806831121445, 0.34190285205841064, -0.1788690835237503, 0.02201225236058235, 0.43030887842178345, -0.029728159308433533, -0.1119488924741745, -0.11601880192756653] ,
[-0.10866548120975494, 0.11267878860235214, 0.2965936064720154, 0.02754817344248295, 0.1129809245467186, 0.2245122790336609, -0.09456029534339905, -0.011106104589998722, 0.3301205635070801, 0.05798251926898956, -0.17217299342155457, -0.034002676606178284] ,
[-0.10866548120975494, 0.11267878860235214, 0.2965936064720154, 0.02754817344248295, 0.1129809245467186, 0.2245122790336609, -0.09456029534339905, -0.011106104589998722, 0.3301205635070801, 0.05798251926898956, -0.17217299342155457, -0.034002676606178284] ,
[-0.10866548120975494, 0.11267878860235214, 0.2965936064720154, 0.02754817344248295, 0.1129809245467186, 0.2245122790336609, -0.09456029534339905, -0.011106104589998722, 0.3301205635070801, 0.05798251926898956, -0.17217299342155457, -0.034002676606178284] ,
[-0.10866548120975494, 0.11267878860235214, 0.2965936064720154, 0.02754817344248295, 0.1129809245467186, 0.2245122790336609, -0.09456029534339905, -0.011106104589998722, 0.3301205635070801, 0.05798251926898956, -0.17217299342155457, -0.034002676606178284] ,
[-0.06587698310613632, 0.15882711112499237, 0.3728950619697571, -0.003768757451325655, 0.08383616805076599, 0.10456957668066025, 0.004934372380375862, -0.0635027214884758, 0.2585771083831787, 0.16017501056194305, -0.10966282337903976, 0.08734596520662308] ,
[-0.06587698310613632, 0.15882711112499237, 0.3728950619697571, -0.003768757451325655, 0.08383616805076599, 0.10456957668066025, 0.004934372380375862, -0.0635027214884758, 0.2585771083831787, 0.16017501056194305, -0.10966282337903976, 0.08734596520662308] ,
[-0.06587698310613632, 0.15882711112499237, 0.3728950619697571, -0.003768757451325655, 0.08383616805076599, 0.10456957668066025, 0.004934372380375862, -0.0635027214884758, 0.2585771083831787, 0.16017501056194305, -0.10966282337903976, 0.08734596520662308] ,
[-0.06587698310613632, 0.15882711112499237, 0.3728950619697571, -0.003768757451325655, 0.08383616805076599, 0.10456957668066025, 0.004934372380375862, -0.0635027214884758, 0.2585771083831787, 0.16017501056194305, -0.10966282337903976, 0.08734596520662308] ,
[-0.13321661949157715, 0.1835489571094513, 0.2909848392009735, -0.011088884435594082, 0.07391514629125595, -0.031201794743537903, 0.054762355983257294, -0.07417970895767212, 0.14808104932308197, 0.22183926403522491, -0.04031907021999359, 0.24996477365493774] ,
[-0.13321661949157715, 0.1835489571094513, 0.2909848392009735, -0.011088884435594082, 0.07391514629125595, -0.031201794743537903, 0.054762355983257294, -0.07417970895767212, 0.14808104932308197, 0.22183926403522491, -0.04031907021999359, 0.24996477365493774] ,
[-0.13321661949157715, 0.1835489571094513, 0.2909848392009735, -0.011088884435594082, 0.07391514629125595, -0.031201794743537903, 0.054762355983257294, -0.07417970895767212, 0.14808104932308197, 0.22183926403522491, -0.04031907021999359, 0.24996477365493774] ,
[-0.13321661949157715, 0.1835489571094513, 0.2909848392009735, -0.011088884435594082, 0.07391514629125595, -0.031201794743537903, 0.054762355983257294, -0.07417970895767212, 0.14808104932308197, 0.22183926403522491, -0.04031907021999359, 0.24996477365493774] ,
[-0.22573189437389374, 0.14902092516422272, 0.20440605282783508, -0.021215414628386497, 0.0939754843711853, -0.1855994015932083, 0.05928058922290802, -0.07938938587903976, -0.028749508783221245, 0.31481799483299255, 0.02934671752154827, 0.4162311553955078] ,
[-0.22573189437389374, 0.14902092516422272, 0.20440605282783508, -0.021215414628386497, 0.0939754843711853, -0.1855994015932083, 0.05928058922290802, -0.07938938587903976, -0.028749508783221245, 0.31481799483299255, 0.02934671752154827, 0.4162311553955078] ,
[-0.22573189437389374, 0.14902092516422272, 0.20440605282783508, -0.021215414628386497, 0.0939754843711853, -0.1855994015932083, 0.05928058922290802, -0.07938938587903976, -0.028749508783221245, 0.31481799483299255, 0.02934671752154827, 0.4162311553955078] ,
[-0.22573189437389374, 0.14902092516422272, 0.20440605282783508, -0.021215414628386497, 0.0939754843711853, -0.1855994015932083, 0.05928058922290802, -0.07938938587903976, -0.028749508783221245, 0.31481799483299255, 0.02934671752154827, 0.4162311553955078] ,
[-0.27043768763542175, 0.1273779422044754, 0.16116978228092194, 0.022608891129493713, 0.10753869265317917, -0.2806343734264374, 0.07809143513441086, -0.12737897038459778, -0.16774344444274902, 0.325737327337265, 0.05861593037843704, 0.3660018742084503] ,
[-0.27043768763542175, 0.1273779422044754, 0.16116978228092194, 0.022608891129493713, 0.10753869265317917, -0.2806343734264374, 0.07809143513441086, -0.12737897038459778, -0.16774344444274902, 0.325737327337265, 0.05861593037843704, 0.3660018742084503] ,
[-0.27043768763542175, 0.1273779422044754, 0.16116978228092194, 0.022608891129493713, 0.10753869265317917, -0.2806343734264374, 0.07809143513441086, -0.12737897038459778, -0.16774344444274902, 0.325737327337265, 0.05861593037843704, 0.3660018742084503] ,
[-0.27043768763542175, 0.1273779422044754, 0.16116978228092194, 0.022608891129493713, 0.10753869265317917, -0.2806343734264374, 0.07809143513441086, -0.12737897038459778, -0.16774344444274902, 0.325737327337265, 0.05861593037843704, 0.3660018742084503] ,
[-0.24076229333877563, 0.11274242401123047, 0.18167583644390106, 0.09314769506454468, 0.04172007367014885, -0.31326931715011597, 0.06564891338348389, -0.1954749971628189, -0.23021528124809265, 0.3023502826690674, 0.07136174291372299, 0.33541446924209595] ,
[-0.24076229333877563, 0.11274242401123047, 0.18167583644390106, 0.09314769506454468, 0.04172007367014885, -0.31326931715011597, 0.06564891338348389, -0.1954749971628189, -0.23021528124809265, 0.3023502826690674, 0.07136174291372299, 0.33541446924209595] ,
[-0.24076229333877563, 0.11274242401123047, 0.18167583644390106, 0.09314769506454468, 0.04172007367014885, -0.31326931715011597, 0.06564891338348389, -0.1954749971628189, -0.23021528124809265, 0.3023502826690674, 0.07136174291372299, 0.33541446924209595] ,
[-0.24076229333877563, 0.11274242401123047, 0.18167583644390106, 0.09314769506454468, 0.04172007367014885, -0.31326931715011597, 0.06564891338348389, -0.1954749971628189, -0.23021528124809265, 0.3023502826690674, 0.07136174291372299, 0.33541446924209595] ,
[-0.19803325831890106, 0.10500872135162354, 0.19148816168308258, 0.14032073318958282, -0.03487120568752289, -0.2561330497264862, 0.049167778342962265, -0.2831200063228607, -0.23878175020217896, 0.28117266297340393, 0.06357928365468979, 0.2915281653404236] ,
[-0.19803325831890106, 0.10500872135162354, 0.19148816168308258, 0.14032073318958282, -0.03487120568752289, -0.2561330497264862, 0.049167778342962265, -0.2831200063228607, -0.23878175020217896, 0.28117266297340393, 0.06357928365468979, 0.2915281653404236] ,
[-0.19803325831890106, 0.10500872135162354, 0.19148816168308258, 0.14032073318958282, -0.03487120568752289, -0.2561330497264862, 0.049167778342962265, -0.2831200063228607, -0.23878175020217896, 0.28117266297340393, 0.06357928365468979, 0.2915281653404236] ,
[-0.19803325831890106, 0.10500872135162354, 0.19148816168308258, 0.14032073318958282, -0.03487120568752289, -0.2561330497264862, 0.049167778342962265, -0.2831200063228607, -0.23878175020217896, 0.28117266297340393, 0.06357928365468979, 0.2915281653404236] ,
[-0.1512041687965393, 0.10243877023458481, 0.19960814714431763, 0.15781985223293304, -0.09772004932165146, -0.12791894376277924, 0.022104913368821144, -0.35239654779434204, -0.2139890193939209, 0.2439073622226715, 0.03766424208879471, 0.26022088527679443] ,
[-0.1512041687965393, 0.10243877023458481, 0.19960814714431763, 0.15781985223293304, -0.09772004932165146, -0.12791894376277924, 0.022104913368821144, -0.35239654779434204, -0.2139890193939209, 0.2439073622226715, 0.03766424208879471, 0.26022088527679443] ,
